doc_id,text
100,"During the global pandemic, frontline heroes have seen the communities they work in rally around them as they give so much of themselves to care for others. At HCA Houston Healthcare, local artists have donated pieces of art through a partnership with the Bayou City Art Festival, known as HeART for Heroes. The stunning visuals are displayed at seven HCA Healthcare facilities in Houston, with a goal of spreading joy, providing comfort and showing appreciation for local healthcare heroes. ""Partnering with Bayou City Art Festival during this pandemic means a great deal to our colleagues and frontline workers. We are so grateful for the time and talent donated to support those dedicated to providing care during the pandemic,"" said Kelli Nations, chief nurse executive at HCA Houston Healthcare. ""This partnership will spread messages of inspiration and hope as we all work together through these challenging times."" Learn more about HeART for Heroes   #CaringDuringCOVID19 #PositiveImpact"
101,"As we prepare for this year's flu season, it's more important than ever to get a flu vaccine because of the coronavirus (COVID-19) pandemic. The CDC recommends everyone six months and older get a flu vaccine because it helps keep you from getting sick with flu and can reduce the severity of your symptoms if you do get sick. HII employees and their families have multiple options when it comes to getting a no-cost flu vaccine. Find an in-network vaccine provider and learn more about onsite flu vaccine opportunities:  QuadMed's BeWell for Life team will offer onsite flu vaccine appointments beginning in October and vaccines will also be available at the HII Family Health Centers. #BeWell #HealthyBody #FluFacts"
102,"Amgen is proud to support February's #BlackHistoryMonth, which focuses on a unique theme every year. This year's - Health and Wellness - is particularly timely as the pandemic continues to negatively affect health outcomes, specifically for BIPOC (Black, Indigenous and People of Color) communities. We've bundled available resources that support this year's theme of Black Health and Wellness, including articles about the importance of clinical trial diversity (and how Amgen is addressing this), why community partnerships are key to disrupting health barriers and what needs to be done to continue to advance our diversity, inclusion and belonging journey. Visit the link in our bio to read these articles as well as ones providing health information on biomarker testing, severe asthma, bone health, plaque psoriasis and heart health. ""Our Differences Lead to Better Science"" Amgen is proud to support Black History Month"
103,"What's the future hold for medical device design? Benchmark's medical sector VP Todd Martensen shares his thoughts in the Medical Design Briefs article, ""2021 Technology Trends and the Future of Medical Devices.""  #MedTech #MedicalDevice   While the far-reaching effects of COVID-19 have introduced the world to a ""new normal,"" the greatest impact has been in healthcare. In the long term, it has forever shaped the future of healthcare delivery, while its immediate effect has been on medical technology -- with a focus on digital dev..."
104,"""For all of the chaos of the past few months, there is a lot of reason to feel optimistic. We have all recognized the need to be more digital and to automate as much as possible."" -- Ken Lamneck, CEO, Insight #TechJournal #ITtrends #COVID19 PR | New Edition of Insight Tech Journal Explores Post-Pandemic Future of Business  "
105,"If you think you have been exposed to COVID-19 and develop a fever and symptoms, such as cough or difficulty breathing, call your doctor. Most people have mild illness and are able to recover at home. However, if you have no or minimal support in the home, we can help. If you are feeling uncertain about dealing with COVID-19, ask your doctor if home healthcare might be right for you. #COVID19"
106,"So much gratitude! Thank you ATM Marketplace   Government regulators and bank officials said they were prepared for various contingencies amid reports that consumers are making large cash withdrawals due to the coronavirus pandemic. The Federal Reserve last week took several steps to maintain liquidity in the system,..."
107,Cautiously optimistic on this! A new study shows immune cells primed to fight the coronavirus should persist for a long time after someone is vaccinated or recovers from infection.   A new study shows immune cells primed to fight the coronavirus should persist for a long time after someone is vaccinated or recovers from infection.
108,"We are part of the fight against COVID-19. We've donated material to companies in Brazil to produce more than 20,000 face shields for hospitals in southeast Brazil.  #chemistryfightscovid #chemistryresponds"
109,"The U.S. has recorded the highest daily death total since the pandemic began with 4,409 lives lost on Jan. 20th. President Joe Biden has signed several executive orders in response to COVID-19 including expanding testing and vaccine supplies, and reopening most schools. Read more in the Becker's Hospital Review article:    The U.S. recorded 4,409 COVID-19 deaths Jan. 20, the highest daily death total since the pandemic began, according to data from The COVID Tracking Project."
